Date,State,TotalSamples,Positive
23-10-2020,Telangana,4017353,
24-10-2020,Telangana,4052633,
25-10-2020,Telangana,4079688,
26-10-2020,Telangana,4094417,
27-10-2020,Telangana,4115516,
28-10-2020,Telangana,4155597,
29-10-2020,Telangana,4196958,
30-10-2020,Telangana,4240748,
31-10-2020,Telangana,4281991,
01-11-2020,Telangana,4323666,
02-11-2020,Telangana,4349309,
03-11-2020,Telangana,4394330,
04-11-2020,Telangana,4439856,
05-11-2020,Telangana,4484183,
06-11-2020,Telangana,4531153,
07-11-2020,Telangana,4575797,
08-11-2020,Telangana,4618470,
09-11-2020,Telangana,4642276,
10-11-2020,Telangana,4684766,
11-11-2020,Telangana,4729401,
12-11-2020,Telangana,4770004,
13-11-2020,Telangana,4812167,
14-11-2020,Telangana,4853169,
15-11-2020,Telangana,4874433,
16-11-2020,Telangana,4891729,
17-11-2020,Telangana,4929974,
18-11-2020,Telangana,4972407,
19-11-2020,Telangana,5011164,
20-11-2020,Telangana,5050612,
21-11-2020,Telangana,5092689,
22-11-2020,Telangana,5134335,
23-11-2020,Telangana,5158474,
24-11-2020,Telangana,5201214,
25-11-2020,Telangana,5248807,
26-11-2020,Telangana,5289908,
27-11-2020,Telangana,5332150,
28-11-2020,Telangana,5374141,
29-11-2020,Telangana,5420421,
30-11-2020,Telangana,5453461,
01-12-2020,Telangana,5500058,
02-12-2020,Telangana,5551620,
03-12-2020,Telangana,5605306,
04-12-2020,Telangana,5662711,
05-12-2020,Telangana,5722182,
06-12-2020,Telangana,5779490,
07-12-2020,Telangana,5812588,
08-12-2020,Telangana,5868233,
09-12-2020,Telangana,5919635,
10-12-2020,Telangana,5973031,
11-12-2020,Telangana,6029209,
13-12-2020,Telangana,6128703,
14-12-2020,Telangana,6157683,
15-12-2020,Telangana,6205688,
16-12-2020,Telangana,6257745,
17-12-2020,Telangana,6306397,
18-12-2020,Telangana,6354388,
19-12-2020,Telangana,6401082,
20-12-2020,Telangana,6443052,
21-12-2020,Telangana,6475766,
22-12-2020,Telangana,6520993,
23-12-2020,Telangana,6566602,
24-12-2020,Telangana,6611118,
25-12-2020,Telangana,6655987,
26-12-2020,Telangana,6686363,
27-12-2020,Telangana,6723710,
28-12-2020,Telangana,6750954,
29-12-2020,Telangana,6793691,
30-12-2020,Telangana,6839281,
31-12-2020,Telangana,6882694,
01-01-2021,Telangana,6924707,
02-01-2021,Telangana,6951297,
03-01-2021,Telangana,6991487,
04-01-2021,Telangana,7018564,
05-01-2021,Telangana,7061049,
06-01-2021,Telangana,7104367,
07-01-2021,Telangana,7145613,
08-01-2021,Telangana,7184598,
09-01-2021,Telangana,7215785,
10-01-2021,Telangana,7253236,
11-01-2021,Telangana,7278021,
12-01-2021,Telangana,7312452,
13-01-2021,Telangana,7350644,
14-01-2021,Telangana,7379538,
15-01-2021,Telangana,7399436,
16-01-2021,Telangana,7428389,
17-01-2021,Telangana,7461687,
18-01-2021,Telangana,7483580,
19-01-2021,Telangana,7515066,
20-01-2021,Telangana,7542537,
21-01-2021,Telangana,7574184,
22-01-2021,Telangana,7602975,
23-01-2021,Telangana,7632980,
24-01-2021,Telangana,7662540,
25-01-2021,Telangana,7682361,
26-01-2021,Telangana,7711810,
27-01-2021,Telangana,7728296,
28-01-2021,Telangana,7759415,
29-01-2021,Telangana,7790901,
30-01-2021,Telangana,7823989,
31-01-2021,Telangana,7861361,
01-02-2021,Telangana,7879047,
02-02-2021,Telangana,7915105,
03-02-2021,Telangana,7955308,
04-02-2021,Telangana,7996651,
05-02-2021,Telangana,8034038,
06-02-2021,Telangana,8069459,
07-02-2021,Telangana,8104264,
08-02-2021,Telangana,8122516,
09-02-2021,Telangana,8154347,
10-02-2021,Telangana,8184013,
11-02-2021,Telangana,8213768,
12-02-2021,Telangana,8242105,
13-02-2021,Telangana,8269364,
14-02-2021,Telangana,8295638,
15-02-2021,Telangana,8311404,
16-02-2021,Telangana,8336255,
17-02-2021,Telangana,8360950,
18-02-2021,Telangana,8385870,
19-02-2021,Telangana,8409631,
20-02-2021,Telangana,8433333,
21-02-2021,Telangana,8456940,
22-02-2021,Telangana,8471684,
26-02-2021,Telangana,8618845,
27-02-2021,Telangana,8659666,
28-02-2021,Telangana,8700651,
01-03-2021,Telangana,8721026,
02-03-2021,Telangana,8761207,
03-03-2021,Telangana,8801651,
04-03-2021,Telangana,8842852,
05-03-2021,Telangana,8883295,
06-03-2021,Telangana,8924007,
07-03-2021,Telangana,8964623,
08-03-2021,Telangana,8984552,
09-03-2021,Telangana,9016741,
10-03-2021,Telangana,9055741,
11-03-2021,Telangana,9093645,
12-03-2021,Telangana,9114985,
13-03-2021,Telangana,9149467,
14-03-2021,Telangana,9200465,
15-03-2021,Telangana,9238982,
16-03-2021,Telangana,9299245,
17-03-2021,Telangana,9359772,
18-03-2021,Telangana,9419677,
19-03-2021,Telangana,9482649,
20-03-2021,Telangana,9548685,
21-03-2021,Telangana,9613583,
22-03-2021,Telangana,9650662,
23-03-2021,Telangana,9718833,
24-03-2021,Telangana,9789113,
25-03-2021,Telangana,9845577,
26-03-2021,Telangana,9903125,
27-03-2021,Telangana,9961154,
28-03-2021,Telangana,10019096,
29-03-2021,Telangana,10053026,
30-03-2021,Telangana,10095487,
31-03-2021,Telangana,10151609,
01-04-2021,Telangana,10210906,
02-04-2021,Telangana,10270249,
03-04-2021,Telangana,10329954,
04-04-2021,Telangana,10392927,
05-04-2021,Telangana,10435997,
06-04-2021,Telangana,10498347,
07-04-2021,Telangana,10572621,
08-04-2021,Telangana,10659953,
09-04-2021,Telangana,10761939,
10-04-2021,Telangana,10873665,
11-04-2021,Telangana,10988976,
12-04-2021,Telangana,11068003,
13-04-2021,Telangana,11181010,
14-04-2021,Telangana,11253374,
15-04-2021,Telangana,11360001,
16-04-2021,Telangana,11481881,
17-04-2021,Telangana,11608116,
18-04-2021,Telangana,11737753,
19-04-2021,Telangana,11820842,
20-04-2021,Telangana,11942985,
21-04-2021,Telangana,12073090,
22-04-2021,Telangana,12175425,
23-04-2021,Telangana,12281027,
24-04-2021,Telangana,12384797,
25-04-2021,Telangana,12493399,
26-04-2021,Telangana,12566674,
27-04-2021,Telangana,12666312,
28-04-2021,Telangana,12748582,
29-04-2021,Telangana,12828763,
30-04-2021,Telangana,12905854,
01-05-2021,Telangana,12983784,
02-05-2021,Telangana,13060114,
03-05-2021,Telangana,13118856,
04-05-2021,Telangana,13189817,
05-05-2021,Telangana,13267252,
06-05-2021,Telangana,13347076,
07-05-2021,Telangana,13488498,
08-05-2021,Telangana,13557646,
09-05-2021,Telangana,13613004,
10-05-2021,Telangana,13678927,
11-05-2021,Telangana,13754216,
12-05-2021,Telangana,13823741,
13-05-2021,Telangana,13894962,
14-05-2021,Telangana,13952378,
15-05-2021,Telangana,14016740,
16-05-2021,Telangana,14061725,
17-05-2021,Telangana,14124316,
18-05-2021,Telangana,14195932,
19-05-2021,Telangana,14267002,
20-05-2021,Telangana,14336254,
21-05-2021,Telangana,14402251,
22-05-2021,Telangana,14465371,
23-05-2021,Telangana,14507897,
24-05-2021,Telangana,14567606,
25-05-2021,Telangana,14648809,
26-05-2021,Telangana,14739857,
27-05-2021,Telangana,14830083,
28-05-2021,Telangana,14927319,
29-05-2021,Telangana,15027996,
30-05-2021,Telangana,15089049,
31-05-2021,Telangana,15176159,
01-06-2021,Telangana,15270348,
02-06-2021,Telangana,15379044,
03-06-2021,Telangana,15489213,
04-06-2021,Telangana,15625309,
05-06-2021,Telangana,15763491,
06-06-2021,Telangana,15861242,
07-06-2021,Telangana,15994238,
08-06-2021,Telangana,16127372,
09-06-2021,Telangana,16257268,
10-06-2021,Telangana,16387698,
11-06-2021,Telangana,16511764,
12-06-2021,Telangana,16632289,
13-06-2021,Telangana,16723910,
14-06-2021,Telangana,16834591,
15-06-2021,Telangana,16954634,
16-06-2021,Telangana,17070886,
17-06-2021,Telangana,17190350,
18-06-2021,Telangana,17314780,
19-06-2021,Telangana,17437785,
20-06-2021,Telangana,17525639,
21-06-2021,Telangana,17645176,
22-06-2021,Telangana,17770083,
23-06-2021,Telangana,17888192,
24-06-2021,Telangana,18007658,
25-06-2021,Telangana,18128055,
26-06-2021,Telangana,18246482,
27-06-2021,Telangana,18327887,
28-06-2021,Telangana,18440869,
29-06-2021,Telangana,18562105,
30-06-2021,Telangana,18671907,
01-07-2021,Telangana,18777030,
02-07-2021,Telangana,18885647,
03-07-2021,Telangana,18994601,
04-07-2021,Telangana,19066401,
05-07-2021,Telangana,19169799,
06-07-2021,Telangana,19274985,
11-04-2020,Tripura,337,2
15-04-2020,Tripura,738,2
16-04-2020,Tripura,762,2
21-04-2020,Tripura,2604,2
22-04-2020,Tripura,3215,2
01-05-2020,Tripura,4828,3
02-05-2020,Tripura,4955,5
03-05-2020,Tripura,5162,5
04-05-2020,Tripura,5394,17
05-05-2020,Tripura,5850,30
06-05-2020,Tripura,6228,43
07-05-2020,Tripura,6917,89
08-05-2020,Tripura,7448,89
09-05-2020,Tripura,8340,119
10-05-2020,Tripura,9091,136
11-05-2020,Tripura,9596,154
12-05-2020,Tripura,10344,155
13-05-2020,Tripura,11146,155
14-05-2020,Tripura,11804,156
15-05-2020,Tripura,12561,156
16-05-2020,Tripura,13178,167
17-05-2020,Tripura,13750,167
18-05-2020,Tripura,14286,167
19-05-2020,Tripura,15083,169
20-05-2020,Tripura,15822,173
21-05-2020,Tripura,16873,173
22-05-2020,Tripura,17721,175
23-05-2020,Tripura,18737,191
24-05-2020,Tripura,19278,191
25-05-2020,Tripura,20871,198
26-05-2020,Tripura,22049,209
27-05-2020,Tripura,23264,232
28-05-2020,Tripura,24126,242
29-05-2020,Tripura,25403,244
30-05-2020,Tripura,26376,271
31-05-2020,Tripura,27475,316
01-06-2020,Tripura,28360,423
02-06-2020,Tripura,29066,471
03-06-2020,Tripura,30481,622
04-06-2020,Tripura,31138,646
05-06-2020,Tripura,32300,694
06-06-2020,Tripura,33331,749
07-06-2020,Tripura,35263,802
08-06-2020,Tripura,37453,840
09-06-2020,Tripura,38572,866
10-06-2020,Tripura,40027,897
11-06-2020,Tripura,41389,915
12-06-2020,Tripura,40837,960
13-06-2020,Tripura,43972,1042
14-06-2020,Tripura,46015,1075
15-06-2020,Tripura,47683,1084
16-06-2020,Tripura,49208,1090
17-06-2020,Tripura,50268,1133
18-06-2020,Tripura,51495,1154
19-06-2020,Tripura,52752,1181
20-06-2020,Tripura,53905,1189
21-06-2020,Tripura,54983,1224
22-06-2020,Tripura,56035,1240
23-06-2020,Tripura,56901,1263
24-06-2020,Tripura,57753,1263
25-06-2020,Tripura,59025,1295
26-06-2020,Tripura,60199,1330
27-06-2020,Tripura,61194,1339
28-06-2020,Tripura,62278,1351
29-06-2020,Tripura,63364,1385
30-06-2020,Tripura,64478,1393
01-07-2020,Tripura,65549,1401
02-07-2020,Tripura,67255,1440
03-07-2020,Tripura,68634,1533
04-07-2020,Tripura,69891,1558
05-07-2020,Tripura,71338,1581
06-07-2020,Tripura,73058,1692
07-07-2020,Tripura,74230,1716
08-07-2020,Tripura,75641,1773
09-07-2020,Tripura,77439,1789
10-07-2020,Tripura,79429,1931
11-07-2020,Tripura,81631,1962
12-07-2020,Tripura,83353,2067
13-07-2020,Tripura,86211,2093
14-07-2020,Tripura,88677,2183
15-07-2020,Tripura,92313,2281
16-07-2020,Tripura,95328,2379
17-07-2020,Tripura,97471,2497
18-07-2020,Tripura,105058,2668
19-07-2020,Tripura,109290,2892
20-07-2020,Tripura,114165,3093
21-07-2020,Tripura,119046,3345
22-07-2020,Tripura,123269,3471
23-07-2020,Tripura,127742,3677
24-07-2020,Tripura,131485,3777
25-07-2020,Tripura,135436,3882
26-07-2020,Tripura,138100,3919
27-07-2020,Tripura,142275,4066
28-07-2020,Tripura,148877,4287
29-07-2020,Tripura,156382,4503
30-07-2020,Tripura,163640,4722
31-07-2020,Tripura,170834,4996
01-08-2020,Tripura,176171,5248
02-08-2020,Tripura,180684,5389
04-08-2020,Tripura,184227,5520
05-08-2020,Tripura,187848,5643
06-08-2020,Tripura,190492,5740
07-08-2020,Tripura,193268,5868
08-08-2020,Tripura,196440,6014
09-08-2020,Tripura,199937,6161
10-08-2020,Tripura,202004,6223
11-08-2020,Tripura,205125,6387
12-08-2020,Tripura,208165,6497
13-08-2020,Tripura,210678,6618
14-08-2020,Tripura,213730,6782
15-08-2020,Tripura,217119,6949
16-08-2020,Tripura,218981,7076
17-08-2020,Tripura,220789,7219
18-08-2020,Tripura,223966,7424
19-08-2020,Tripura,228003,7660
20-08-2020,Tripura,230716,7850
21-08-2020,Tripura,233713,8106
22-08-2020,Tripura,237750,8386
23-08-2020,Tripura,241101,8717
24-08-2020,Tripura,243613,8917
25-08-2020,Tripura,247299,9210
26-08-2020,Tripura,251657,9539
27-08-2020,Tripura,255877,9924
28-08-2020,Tripura,260373,10433
29-08-2020,Tripura,264655,10876
30-08-2020,Tripura,268276,11323
31-08-2020,Tripura,271170,11644
01-09-2020,Tripura,274199,12153
02-09-2020,Tripura,277951,12719
03-09-2020,Tripura,282798,13309
04-09-2020,Tripura,287018,13833
05-09-2020,Tripura,292269,
06-09-2020,Tripura,297100,15127
07-09-2020,Tripura,300486,15526
08-09-2020,Tripura,304758,16154
09-09-2020,Tripura,308922,16736
10-09-2020,Tripura,313816,17271
11-09-2020,Tripura,318581,17830
12-09-2020,Tripura,323628,18300
13-09-2020,Tripura,327843,18929
14-09-2020,Tripura,331371,19184
15-09-2020,Tripura,335686,19715
16-09-2020,Tripura,340002,20169
17-09-2020,Tripura,344918,20696
18-09-2020,Tripura,347959,20969
19-09-2020,Tripura,352004,
20-09-2020,Tripura,356354,22029
21-09-2020,Tripura,358876,22272
22-09-2020,Tripura,362478,22831
23-09-2020,Tripura,366835,23335
24-09-2020,Tripura,371699,23786
25-09-2020,Tripura,374960,24127
26-09-2020,Tripura,378120,24405
27-09-2020,Tripura,380779,24725
28-09-2020,Tripura,382589,24918
29-09-2020,Tripura,385690,25350
30-09-2020,Tripura,388672,25731
01-10-2020,Tripura,391684,26063
02-10-2020,Tripura,394382,26359
03-10-2020,Tripura,396413,26549
04-10-2020,Tripura,398609,26871
05-10-2020,Tripura,399915,27030
06-10-2020,Tripura,402294,27305
07-10-2020,Tripura,404688,27542
08-10-2020,Tripura,406747,27756
09-10-2020,Tripura,409037,27979
10-10-2020,Tripura,411567,28150
11-10-2020,Tripura,414550,28349
12-10-2020,Tripura,416489,28458
13-10-2020,Tripura,418985,28675
14-10-2020,Tripura,421575,28856
15-10-2020,Tripura,424147,29028
16-10-2020,Tripura,426745,29190
17-10-2020,Tripura,428975,29324
18-10-2020,Tripura,431581,29465
19-10-2020,Tripura,433688,
20-10-2020,Tripura,435868,29685
21-10-2020,Tripura,438334,29797
22-10-2020,Tripura,441342,29922
23-10-2020,Tripura,443478,30067
24-10-2020,Tripura,446317,30132
25-10-2020,Tripura,448279,30218
26-10-2020,Tripura,449199,
27-10-2020,Tripura,449911,30290
28-10-2020,Tripura,452230,30450
29-10-2020,Tripura,454388,30563
30-10-2020,Tripura,456957,30660
31-10-2020,Tripura,458380,30714
01-11-2020,Tripura,459891,30791
02-11-2020,Tripura,461315,30849
03-11-2020,Tripura,464003,
04-11-2020,Tripura,467012,
05-11-2020,Tripura,469890,31234
06-11-2020,Tripura,472762,31344
07-11-2020,Tripura,475245,31431
08-11-2020,Tripura,477455,31514
09-11-2020,Tripura,479015,31540
10-11-2020,Tripura,481806,31619
11-11-2020,Tripura,484797,31703
12-11-2020,Tripura,487389,31762
13-11-2020,Tripura,489812,31838
14-11-2020,Tripura,492248,
15-11-2020,Tripura,493895,31942
16-11-2020,Tripura,494627,31959
17-11-2020,Tripura,497045,32036
18-11-2020,Tripura,500015,32109
19-11-2020,Tripura,502948,32214
20-11-2020,Tripura,505954,32289
21-11-2020,Tripura,508813,32364
22-11-2020,Tripura,511457,32412
23-11-2020,Tripura,513037,32431
24-11-2020,Tripura,515452,32490
25-11-2020,Tripura,517834,32525
26-11-2020,Tripura,519862,32575
27-11-2020,Tripura,521455,32607
28-11-2020,Tripura,523099,32638
30-11-2020,Tripura,526407,32692
01-12-2020,Tripura,528241,32723
02-12-2020,Tripura,530422,32761
03-12-2020,Tripura,533103,32800
04-12-2020,Tripura,535379,32833
05-12-2020,Tripura,537733,32857
06-12-2020,Tripura,540088,32888
07-12-2020,Tripura,541546,32894
08-12-2020,Tripura,543721,32922
09-12-2020,Tripura,545848,32942
10-12-2020,Tripura,548028,32973
11-12-2020,Tripura,550158,
12-12-2020,Tripura,551648,
13-12-2020,Tripura,553446,
14-12-2020,Tripura,554621,
15-12-2020,Tripura,556623,33054
16-12-2020,Tripura,559048,33078
17-12-2020,Tripura,560965,33095
18-12-2020,Tripura,562613,33116
19-12-2020,Tripura,564129,33142
20-12-2020,Tripura,565682,33164
21-12-2020,Tripura,566644,33172
22-12-2020,Tripura,568104,33185
23-12-2020,Tripura,569607,33200
24-12-2020,Tripura,570872,33213
25-12-2020,Tripura,572189,33222
26-12-2020,Tripura,572917,33223
27-12-2020,Tripura,573971,33234
28-12-2020,Tripura,574733,33241
29-12-2020,Tripura,575976,33243
30-12-2020,Tripura,577343,33255
31-12-2020,Tripura,578723,33261
01-01-2021,Tripura,580269,33265
02-01-2021,Tripura,581550,
03-01-2021,Tripura,582957,
04-01-2021,Tripura,583819,33280
05-01-2021,Tripura,585181,33281
06-01-2021,Tripura,586639,33283
07-01-2021,Tripura,587806,33291
08-01-2021,Tripura,588991,33296
10-01-2021,Tripura,590867,33304
11-01-2021,Tripura,591518,33304
12-01-2021,Tripura,593224,33306
13-01-2021,Tripura,595168,33312
14-01-2021,Tripura,596668,33317
15-01-2021,Tripura,597659,33322
16-01-2021,Tripura,598570,33326
18-01-2021,Tripura,599890,33329
19-01-2021,Tripura,600698,33332
20-01-2021,Tripura,601506,
21-01-2021,Tripura,602298,33335
22-01-2021,Tripura,602883,33339
23-01-2021,Tripura,603530,33341
25-01-2021,Tripura,604330,33342
26-01-2021,Tripura,604952,33343
27-01-2021,Tripura,605314,33343
28-01-2021,Tripura,605866,33343
29-01-2021,Tripura,606523,33345
30-01-2021,Tripura,606978,33347
01-02-2021,Tripura,607566,33348
02-02-2021,Tripura,607962,33348
04-02-2021,Tripura,608947,33348
05-02-2021,Tripura,609412,33349
06-02-2021,Tripura,609909,33349
08-02-2021,Tripura,610893,33349
09-02-2021,Tripura,611468,33350
10-02-2021,Tripura,612192,33350
11-02-2021,Tripura,612813,33350
12-02-2021,Tripura,613231,33350
13-02-2021,Tripura,614152,33350
14-02-2021,Tripura,614394,33350
15-02-2021,Tripura,614394,33350
17-02-2021,Tripura,615180,33352
18-02-2021,Tripura,615776,33354
19-02-2021,Tripura,616899,33389
20-02-2021,Tripura,618010,33391
22-02-2021,Tripura,618010,33391
23-02-2021,Tripura,618747,32939
24-02-2021,Tripura,619392,33397
25-02-2021,Tripura,619842,33397
26-02-2021,Tripura,620416,33404
01-03-2021,Tripura,621754,33414
03-03-2021,Tripura,622896,33417
04-03-2021,Tripura,622887,33419
06-03-2021,Tripura,624612,33421
08-03-2021,Tripura,625498,33421
11-03-2021,Tripura,627447,33422
13-03-2021,Tripura,628216,33424
14-03-2021,Tripura,628767,33426
15-03-2021,Tripura,629661,
17-03-2021,Tripura,630274,33438
18-03-2021,Tripura,631045,33441
19-03-2021,Tripura,631809,33451
20-03-2021,Tripura,632636,33456
21-03-2021,Tripura,633540,33461
22-03-2021,Tripura,633806,33461
23-03-2021,Tripura,634572,33467
24-03-2021,Tripura,635381,33476
25-03-2021,Tripura,636356,33477
27-03-2021,Tripura,637843,33487
30-03-2021,Tripura,639614,33490
01-04-2021,Tripura,641498,33514
02-04-2021,Tripura,642551,33518
03-04-2021,Tripura,643050,33520
04-04-2021,Tripura,644275,33534
05-04-2021,Tripura,644784,33537
06-04-2021,Tripura,646186,33551
07-04-2021,Tripura,647320,33572
08-04-2021,Tripura,648832,33609
09-04-2021,Tripura,650518,33641
10-04-2021,Tripura,651965,33682
11-04-2021,Tripura,653832,33730
12-04-2021,Tripura,654703,33740
13-04-2021,Tripura,656802,33802
14-04-2021,Tripura,658885,33841
16-04-2021,Tripura,660465,33872
17-04-2021,Tripura,662606,33930
18-04-2021,Tripura,665194,33999
19-04-2021,Tripura,666583,34031
20-04-2021,Tripura,669149,34091
22-04-2021,Tripura,674440,34259
23-04-2021,Tripura,675862,34299
24-04-2021,Tripura,679298,34426
25-04-2021,Tripura,683472,34526
26-04-2021,Tripura,686814,34624
27-04-2021,Tripura,691184,34735
28-04-2021,Tripura,695782,34859
29-04-2021,Tripura,700857,35025
30-04-2021,Tripura,705279,35166
01-05-2021,Tripura,709639,33622
02-05-2021,Tripura,714957,35586
03-05-2021,Tripura,717664,35720
04-05-2021,Tripura,723049,35991
05-05-2021,Tripura,727535,36231
06-05-2021,Tripura,732887,36531
07-05-2021,Tripura,738070,36846
08-05-2021,Tripura,744022,37205
09-05-2021,Tripura,750382,37556
10-05-2021,Tripura,753842,37689
11-05-2021,Tripura,760130,38155
12-05-2021,Tripura,765518,38571
13-05-2021,Tripura,771752,39051
14-05-2021,Tripura,777407,39603
15-05-2021,Tripura,782257,40052
16-05-2021,Tripura,789881,40813
17-05-2021,Tripura,794518,41148
18-05-2021,Tripura,804307,41894
19-05-2021,Tripura,814492,42773
20-05-2021,Tripura,825191,43493
21-05-2021,Tripura,836629,44356
22-05-2021,Tripura,851218,45220
23-05-2021,Tripura,864018,46096
24-05-2021,Tripura,871202,38039
25-05-2021,Tripura,881469,47295
26-05-2021,Tripura,891157,47962
27-05-2021,Tripura,899078,48504
28-05-2021,Tripura,910315,49287
29-05-2021,Tripura,918746,49882
30-05-2021,Tripura,932117,50736
31-05-2021,Tripura,947800,51130
01-06-2021,Tripura,964718,51971
02-06-2021,Tripura,975840,52542
03-06-2021,Tripura,990028,53219
04-06-2021,Tripura,1006421,53869
05-06-2021,Tripura,1031194,54577
06-06-2021,Tripura,1047299,55231
07-06-2021,Tripura,1056126,55466
08-06-2021,Tripura,1071999,56166
09-06-2021,Tripura,1088803,56791
10-06-2021,Tripura,1103676,57449
11-06-2021,Tripura,1117070,58090
12-06-2021,Tripura,1126067,58518
13-06-2021,Tripura,1136248,59083
14-06-2021,Tripura,1141323,59318
15-06-2021,Tripura,1150877,59846
16-06-2021,Tripura,1160421,60382
17-06-2021,Tripura,1171949,60869
18-06-2021,Tripura,1184286,61336
19-06-2021,Tripura,1196954,61779
20-06-2021,Tripura,1206710,62146
21-06-2021,Tripura,1211909,62321
22-06-2021,Tripura,1220186,62742
23-06-2021,Tripura,1227578,63137
24-06-2021,Tripura,1235564,63496
25-06-2021,Tripura,1244581,63865
26-06-2021,Tripura,1251294,64156
27-06-2021,Tripura,1259387,64641
28-06-2021,Tripura,1263921,64860
29-06-2021,Tripura,1272068,65336
30-06-2021,Tripura,1280493,65767
01-07-2021,Tripura,1289528,66217
02-07-2021,Tripura,1297111,66626
03-07-2021,Tripura,1304213,67020
04-07-2021,Tripura,1312457,67448
05-07-2021,Tripura,1318042,67674
06-07-2021,Tripura,1326395,68148
05-04-2020,Uttar Pradesh,5255,278
05-04-2020,Uttar Pradesh,5255,278
09-04-2020,Uttar Pradesh,8402,410
10-04-2020,Uttar Pradesh,9332,433
11-04-2020,Uttar Pradesh,10595,452
12-04-2020,Uttar Pradesh,11855,483
13-04-2020,Uttar Pradesh,13287,558
14-04-2020,Uttar Pradesh,15914,660
15-04-2020,Uttar Pradesh,19506,727
16-04-2020,Uttar Pradesh,21384,805
17-04-2020,Uttar Pradesh,24643,849
18-04-2020,Uttar Pradesh,28484,974
19-04-2020,Uttar Pradesh,31767,1100
20-04-2020,Uttar Pradesh,34326,1184
21-04-2020,Uttar Pradesh,37933,1337
22-04-2020,Uttar Pradesh,42192,1449
23-04-2020,Uttar Pradesh,45483,1510
24-04-2020,Uttar Pradesh,53166,1621
25-04-2020,Uttar Pradesh,56851,1793
26-04-2020,Uttar Pradesh,61799,1873
27-04-2020,Uttar Pradesh,67145,1896
28-04-2020,Uttar Pradesh,70307,2053
29-04-2020,Uttar Pradesh,73716,2134
30-04-2020,Uttar Pradesh,78013,2211
01-05-2020,Uttar Pradesh,82459,2328
02-05-2020,Uttar Pradesh,85729,2487
03-05-2020,Uttar Pradesh,95841,2645
04-05-2020,Uttar Pradesh,98300,2766
05-05-2020,Uttar Pradesh,105234,2880
06-05-2020,Uttar Pradesh,109888,2998
07-05-2020,Uttar Pradesh,113670,3071
08-05-2020,Uttar Pradesh,119688,3214
09-05-2020,Uttar Pradesh,124791,3373
10-05-2020,Uttar Pradesh,129955,3467
11-05-2020,Uttar Pradesh,135760,3573
12-05-2020,Uttar Pradesh,140166,3664
13-05-2020,Uttar Pradesh,145637,3578
14-05-2020,Uttar Pradesh,153139,3902
15-05-2020,Uttar Pradesh,159282,4057
16-05-2020,Uttar Pradesh,163105,4258
17-05-2020,Uttar Pradesh,172219,4464
18-05-2020,Uttar Pradesh,176479,4605
19-05-2020,Uttar Pradesh,182184,4926
20-05-2020,Uttar Pradesh,191164,5175
21-05-2020,Uttar Pradesh,206811,5515
22-05-2020,Uttar Pradesh,214060,5735
23-05-2020,Uttar Pradesh,217867,6017
24-05-2020,Uttar Pradesh,229621,6268
25-05-2020,Uttar Pradesh,235622,6497
26-05-2020,Uttar Pradesh,240588,6724
27-05-2020,Uttar Pradesh,240588,6991
28-05-2020,Uttar Pradesh,256267,7170
29-05-2020,Uttar Pradesh,270920,7445
30-05-2020,Uttar Pradesh,279288,7701
31-05-2020,Uttar Pradesh,289892,8075
01-06-2020,Uttar Pradesh,297903,8361
02-06-2020,Uttar Pradesh,307621,8729
03-06-2020,Uttar Pradesh,317780,8870
04-06-2020,Uttar Pradesh,330663,9237
05-06-2020,Uttar Pradesh,344717,9733
06-06-2020,Uttar Pradesh,355085,10103
07-06-2020,Uttar Pradesh,360258,10536
08-06-2020,Uttar Pradesh,380723,10947
09-06-2020,Uttar Pradesh,391286,11335
10-06-2020,Uttar Pradesh,404637,11610
11-06-2020,Uttar Pradesh,420669,12088
12-06-2020,Uttar Pradesh,435601,12619
13-06-2020,Uttar Pradesh,449616,13118
14-06-2020,Uttar Pradesh,467702,13615
15-06-2020,Uttar Pradesh,466081,14091
16-06-2020,Uttar Pradesh,480047,14598
17-06-2020,Uttar Pradesh,496206,15181
18-06-2020,Uttar Pradesh,515280,15785
19-06-2020,Uttar Pradesh,532505,16594
20-06-2020,Uttar Pradesh,542972,17135
21-06-2020,Uttar Pradesh,560697,17731
22-06-2020,Uttar Pradesh,574304,18322
23-06-2020,Uttar Pradesh,588186,18893
24-06-2020,Uttar Pradesh,603390,19557
25-06-2020,Uttar Pradesh,620954,20193
26-06-2020,Uttar Pradesh,642833,20943
27-06-2020,Uttar Pradesh,663096,21549
28-06-2020,Uttar Pradesh,684296,22147
29-06-2020,Uttar Pradesh,707839,22828
30-06-2020,Uttar Pradesh,727793,23492
01-07-2020,Uttar Pradesh,758915,24056
02-07-2020,Uttar Pradesh,781584,24825
03-07-2020,Uttar Pradesh,810991,25797
04-07-2020,Uttar Pradesh,834991,26554
05-07-2020,Uttar Pradesh,887997,27707
06-07-2020,Uttar Pradesh,917114,28636
07-07-2020,Uttar Pradesh,947453,29968
08-07-2020,Uttar Pradesh,1003280,31156
09-07-2020,Uttar Pradesh,1036106,32362
10-07-2020,Uttar Pradesh,1074112,33700
11-07-2020,Uttar Pradesh,1116466,35092
12-07-2020,Uttar Pradesh,1156089,36476
13-07-2020,Uttar Pradesh,1192089,38130
14-07-2020,Uttar Pradesh,1231939,39724
15-07-2020,Uttar Pradesh,1277241,41383
